,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,day,year_month
227,edc531c3153d23614049077e7e1e6405,68b315ac209c92f15ec1f364f5d45e67,delivered,2018-04-17 11:25:39,2018-04-19 02:51:01,2018-04-25 08:54:00,2018-05-03 21:54:44,2018-05-09 00:00:00,2018-04-17,2018-04
241,5ec8f4e8fe5ee3fd5460b244d0804f9e,3fd2baf81d32adb95c43e1d490a8979e,delivered,2018-04-03 13:47:14,2018-04-05 02:27:56,2018-04-05 23:22:09,2018-04-13 23:45:22,2018-05-03 00:00:00,2018-04-03,2018-04
262,638f79643fd5681c6e6c6ef1f1ab700d,69d8d9775287ba592a957eba2211d351,delivered,2018-04-10 14:58:16,2018-04-10 15:11:08,2018-04-17 13:16:29,2018-04-27 23:17:26,2018-05-11 00:00:00,2018-04-10,2018-04
287,ebc8d4b1397747291b758772e9d87984,4d225460f83ea2b1ac705ad1d5eef02f,delivered,2018-04-10 16:22:27,2018-04-10 16:35:12,2018-04-11 16:58:25,2018-04-23 13:47:49,2018-05-04 00:00:00,2018-04-10,2018-04
290,884cb4ce4a06390d35206de06f785d13,d19813c8754cc82d0add67df8bd8a38c,delivered,2018-04-03 20:44:15,2018-04-04 03:29:36,2018-04-04 19:12:15,2018-04-05 20:09:27,2018-04-13 00:00:00,2018-04-03,2018-04
332,2b72a32a2c3e93fa260ca7655073886f,5265029daa29cc08d86b9f96cd99d03f,delivered,2018-04-18 15:40:36,2018-04-19 08:15:16,2018-04-25 13:34:00,2018-05-03 13:03:03,2018-05-18 00:00:00,2018-04-18,2018-04
342,ac64f79a33bfa575fc5a17e7926df3d5,51a8d592336a414fea21f12534b0f797,delivered,2018-04-01 18:27:01,2018-04-02 17:55:24,2018-04-03 18:25:51,2018-04-04 19:47:44,2018-04-12 00:00:00,2018-04-01,2018-04
359,0341b60065c49221a27293793f11b117,cf4604a56d4e374de013f1ec35280d00,delivered,2018-04-22 14:26:17,2018-04-24 17:34:43,2018-04-25 00:52:03,2018-05-20 18:19:35,2018-05-24 00:00:00,2018-04-22,2018-04
384,d10090be5f75fb89b6817469f0ce1a30,321d2bc7c3bcd8475d52d2cf4a179c37,delivered,2018-04-18 13:13:47,2018-04-18 13:31:41,2018-04-19 00:51:53,2018-04-23 14:44:35,2018-06-04 00:00:00,2018-04-18,2018-04
480,3b14820d642ea72e95df3289b6539c1c,4248fddd68e3375c24e743290ce2d9fa,delivered,2018-04-02 13:01:06,2018-04-02 13:10:21,2018-04-04 23:42:34,2018-04-12 17:12:13,2018-04-23 00:00:00,2018-04-02,2018-04
485,142ac5357e541e5881d26fc5eb5f3754,660c817af06c2d842014a12d5871c1f9,delivered,2018-04-30 20:24:33,2018-05-01 03:15:02,2018-05-03 12:27:00,2018-05-09 19:50:37,2018-05-15 00:00:00,2018-04-30,2018-04
503,33209e0f87b2ed543a0876812c9c5c40,bab0c43a2325bbc9ea398b00f8db0717,delivered,2018-04-11 14:59:05,2018-04-11 15:12:22,2018-04-12 18:49:47,2018-04-13 19:04:19,2018-04-27 00:00:00,2018-04-11,2018-04
559,f9fe35b6ddb4b18faa9a9a683e20eaea,3888989235e31a1848cb782a04a14334,delivered,2018-04-26 09:49:09,2018-04-26 10:35:18,2018-04-26 14:16:00,2018-05-03 22:41:04,2018-06-06 00:00:00,2018-04-26,2018-04
580,ac71263052acddd3b2031b5937f8fc30,ffdaff86e5834cb843ada60a745d4222,delivered,2018-04-24 22:18:53,2018-04-25 22:10:25,2018-05-02 15:20:00,2018-05-04 21:18:36,2018-05-15 00:00:00,2018-04-24,2018-04
583,f633c884a99eb63866600655356d973e,b6e18008af6aeb4a5ce5574c15ca2b48,shipped,2018-04-04 00:33:47,2018-04-04 00:48:50,2018-04-05 19:16:46,,2018-04-25 00:00:00,2018-04-04,2018-04
595,3783e0b4f1ef0985e0d9aca4629f756b,264d02bf55980e2934f42a50c221e97c,delivered,2018-04-19 19:34:08,2018-04-19 20:51:20,2018-04-20 18:32:52,2018-04-23 15:32:11,2018-05-08 00:00:00,2018-04-19,2018-04
614,f3381b1e6c37c70f2b3c9d211b166412,77eca4439004e4aad223924d6f254f3f,delivered,2018-04-24 10:29:25,2018-04-25 04:11:10,2018-04-26 07:49:00,2018-05-04 22:19:10,2018-05-17 00:00:00,2018-04-24,2018-04
640,0ab63e307694f40a88a0ecd358c0939d,f239edc4401c9043a2c8f37fe164b273,delivered,2018-04-15 22:11:11,2018-04-17 05:50:27,2018-04-19 02:22:27,2018-04-25 18:11:42,2018-05-09 00:00:00,2018-04-15,2018-04
650,d0d828105d7a6106d4b6cfd55607c278,e7fb8d2c8a581e31b93defd84ee988fe,delivered,2018-04-30 11:18:47,2018-04-30 11:35:38,2018-04-30 19:02:00,2018-05-02 20:24:30,2018-05-09 00:00:00,2018-04-30,2018-04
660,fb4c699559386e0b6b970181177d99bd,e7ba6d56b812cb7e8c4a285d95f4e476,delivered,2018-04-16 14:21:02,2018-04-16 14:35:18,2018-04-17 23:46:48,2018-04-24 14:31:22,2018-05-09 00:00:00,2018-04-16,2018-04
665,3c9a3ff1e41cb58bb8a24ae6f6eea080,e413b51d04fdbe619c2cb28cda3046d6,delivered,2018-04-28 22:02:50,2018-04-28 22:15:14,2018-04-30 13:41:00,2018-05-03 19:58:28,2018-05-15 00:00:00,2018-04-28,2018-04
672,cc66dee6fbc18bb79903c3a2cc14ff52,19d3b3a2d4756af17603e2c35c7c2815,delivered,2018-04-12 14:37:29,2018-04-12 15:15:27,2018-04-16 16:23:53,2018-04-20 17:28:56,2018-05-07 00:00:00,2018-04-12,2018-04
704,54bc2449fbe0368b74470e4280fe494e,bd2215daa338b34c697773ceff4e013b,delivered,2018-04-24 13:35:49,2018-04-24 17:43:45,2018-04-25 15:08:00,2018-05-06 16:42:23,2018-05-18 00:00:00,2018-04-24,2018-04
715,4dcc01481b7ab4f5f37c8eb4c4c67841,b2859fd419788314d84da3852630e56a,delivered,2018-04-08 13:20:21,2018-04-08 13:30:24,2018-04-09 20:03:09,2018-04-17 19:38:22,2018-05-07 00:00:00,2018-04-08,2018-04
732,ca290a06ee0945b956f79c93b5191633,acd575d7382968889f41a5a3f37510dd,delivered,2018-04-09 22:02:30,2018-04-09 23:10:27,2018-04-10 22:41:36,2018-04-25 13:33:24,2018-05-10 00:00:00,2018-04-09,2018-04
739,f6f6a68d78c7dd4b319f6df3c846094b,aa012a8928021b41ea6de61e855880bc,delivered,2018-04-13 12:10:45,2018-04-13 13:15:45,2018-04-17 18:48:53,2018-04-27 11:58:45,2018-05-22 00:00:00,2018-04-13,2018-04
740,9d047c83463a30fcc3f2b361d9a33d2f,21f1477f3d02e7fd1ba28dc6c596dc17,delivered,2018-04-06 19:17:22,2018-04-06 19:30:14,2018-04-10 22:48:53,2018-04-26 15:03:49,2018-05-04 00:00:00,2018-04-06,2018-04
753,1a4cc55b483d875e3b8bbd64a1b31bba,1a3fcb72ec1f37b5385e08237a40409e,delivered,2018-04-12 14:05:08,2018-04-13 12:55:48,2018-04-13 23:12:37,2018-05-09 15:08:44,2018-05-09 00:00:00,2018-04-12,2018-04
802,b23b43e19386862a7c0aaa27c80e782f,86de6692e6fdfad3c3221414dc73d4a9,delivered,2018-04-12 09:52:07,2018-04-13 12:55:32,2018-04-16 19:48:43,2018-04-17 19:24:33,2018-04-26 00:00:00,2018-04-12,2018-04
818,f9ca536e1ef897f153c183d72ba141bb,a9f353609242c268174ec433f45f8440,delivered,2018-04-05 18:34:49,2018-04-05 18:50:14,2018-04-07 00:58:32,2018-04-19 15:38:45,2018-04-26 00:00:00,2018-04-05,2018-04
845,cc06813c8d9909633f390ed9b5df999f,640246e27e1df1ffe19d062550d0d5ab,delivered,2018-04-14 18:31:02,2018-04-14 18:52:37,2018-04-17 16:52:47,2018-05-17 21:43:34,2018-05-09 00:00:00,2018-04-14,2018-04
855,7297f6bfea2a33ef176cff30f467aa41,b19a370495e4d833f7351b777ef67b4b,delivered,2018-04-16 13:44:10,2018-04-16 14:33:17,2018-04-18 00:41:17,2018-05-17 22:28:30,2018-05-10 00:00:00,2018-04-16,2018-04
866,f7fd9088963ee4f442fd642219d80fb5,ee339bc1fd51a275cd44985a84e2515d,delivered,2018-04-23 10:50:18,2018-04-24 19:23:22,2018-04-24 22:08:41,2018-05-01 01:15:45,2018-05-17 00:00:00,2018-04-23,2018-04
869,895e066de0072faddf0044db8e490353,82e5f3c993ab34fe01c61b83e0bd7efc,delivered,2018-04-03 15:03:21,2018-04-04 09:48:58,2018-04-04 22:42:55,2018-04-16 20:08:25,2018-04-20 00:00:00,2018-04-03,2018-04
896,6a4b06a2b62d1f2c69cf1f7a4eae074a,a0d430c59b700550f20303fa1d6b2ba4,delivered,2018-04-13 21:18:46,2018-04-13 21:50:57,2018-04-16 23:30:42,2018-04-19 00:34:37,2018-05-23 00:00:00,2018-04-13,2018-04
908,56472b840118d1bfb244c6cb42581ae6,98748c370ddce9072c32164a357de627,delivered,2018-04-20 12:53:58,2018-04-24 19:00:05,2018-04-26 14:48:00,2018-05-02 19:20:53,2018-05-29 00:00:00,2018-04-20,2018-04
925,cd81fccdeffb11e33de701e2c53c85c6,e07792fb0958a7d0faff87fb1aa58f8e,delivered,2018-04-26 22:47:26,2018-04-26 22:55:14,2018-04-27 13:23:00,2018-05-15 14:15:31,2018-06-01 00:00:00,2018-04-26,2018-04
933,e311f8fc30348d6213964a43f70f87fb,6ca7c0e971c24ce0931f148588ef23ce,delivered,2018-04-17 16:54:48,2018-04-17 17:10:42,2018-04-19 21:28:38,2018-04-24 19:28:56,2018-05-07 00:00:00,2018-04-17,2018-04
946,a2fc0d6559cd85b95e1a02c8d97d55ec,2bdb2502a9b89d8f94ccf1ef7a9f0292,delivered,2018-04-18 09:55:14,2018-04-18 10:11:00,2018-04-18 23:28:44,2018-04-19 23:31:32,2018-05-04 00:00:00,2018-04-18,2018-04
965,28b2d19e3d604381f30089a68a4e0831,3d8cfa48830149a95028f6dc880e13eb,delivered,2018-04-29 14:31:40,2018-04-29 14:53:31,2018-04-30 15:09:00,2018-05-09 23:12:02,2018-05-17 00:00:00,2018-04-29,2018-04
969,9b2fa9acfe395734a133a58bcbfb9776,aeb0c5aea1d62b3e494a86bad308f85e,delivered,2018-04-25 01:03:27,2018-04-25 01:15:08,2018-04-25 13:41:00,2018-04-30 16:03:32,2018-05-23 00:00:00,2018-04-25,2018-04
978,d262943abbea3ae2db6528a4261ba247,6eae55140163e2af86907a15a478f2d2,delivered,2018-04-02 16:10:57,2018-04-03 17:10:29,2018-04-04 23:27:38,2018-04-08 21:19:30,2018-04-12 00:00:00,2018-04-02,2018-04
1005,8944f7ffacbf68290782beb6f6d21ece,3b1cbf321a120453df51216a651815af,delivered,2018-04-06 18:05:05,2018-04-06 18:29:25,2018-04-09 21:06:12,2018-04-11 22:45:31,2018-04-30 00:00:00,2018-04-06,2018-04
1025,9e3239dcd0d89b2b4e9315e93f265c84,94fa5fb873b594639bd9eb8ebb2bbe8a,delivered,2018-04-16 10:16:00,2018-04-16 10:32:41,2018-04-18 18:56:45,2018-05-03 09:46:56,2018-05-15 00:00:00,2018-04-16,2018-04
1035,1913cee0f26c9b117da013a2efd6374f,7089a41f6a02e9b5784c67fbec78e82a,delivered,2018-04-04 12:35:08,2018-04-05 02:15:28,2018-04-05 23:31:19,2018-04-11 14:51:26,2018-04-20 00:00:00,2018-04-04,2018-04
1039,297a7adc75a9a48c518c7048426b9675,152d5eeccb9cbfd05ed8ab2395a14b66,delivered,2018-04-15 20:12:35,2018-04-15 20:30:47,2018-04-17 22:18:37,2018-04-24 13:13:03,2018-05-10 00:00:00,2018-04-15,2018-04
1053,16dda44df2095f93a8e1390b77c2c048,21b4986e79d2c4215a20b1d560b9c51a,delivered,2018-04-11 10:49:26,2018-04-11 11:10:50,2018-04-16 19:36:41,2018-04-17 19:32:10,2018-04-27 00:00:00,2018-04-11,2018-04
1077,4d81d50f72f166b704ba664c8a1ddbd6,2d143929faefe132157fe22c40f72978,delivered,2018-04-04 10:40:21,2018-04-06 03:28:27,2018-04-09 22:51:52,2018-04-16 22:52:41,2018-05-02 00:00:00,2018-04-04,2018-04
1078,3a6be3906d26bffb0ee2c640eb2ac480,f6fae9d4a652ea92e78dbc6956e0c0b8,delivered,2018-04-23 17:41:34,2018-04-24 18:34:54,2018-04-24 19:22:41,2018-04-27 21:44:40,2018-05-16 00:00:00,2018-04-23,2018-04
1098,105c228ee2f7c9c2a32d22cd2f8c8e69,e62a5e94613727832702b23913c1d649,delivered,2018-04-22 13:03:35,2018-04-24 18:27:56,2018-04-24 21:12:25,2018-04-25 22:14:29,2018-05-10 00:00:00,2018-04-22,2018-04
1107,0d17a5f9272e9cf9e9883f404fc61edf,3702c8f6ec51b4c67a7c73594f30fafe,delivered,2018-04-06 09:04:13,2018-04-06 09:15:13,2018-04-07 01:16:48,2018-04-09 15:38:50,2018-04-23 00:00:00,2018-04-06,2018-04
1115,56a9371475e5344f96ca0933a17215ea,a31d81182a35974e456ae872e2fd62bb,delivered,2018-04-29 15:13:57,2018-04-29 15:34:47,2018-04-30 12:10:00,2018-05-07 18:51:54,2018-05-24 00:00:00,2018-04-29,2018-04
1119,a58d74cd27d1a011ef6d4876466cee70,5b79686b44ff3de0d593d16b9e98484e,delivered,2018-04-01 13:54:37,2018-04-01 14:07:45,2018-04-03 19:44:26,2018-04-12 21:12:11,2018-04-23 00:00:00,2018-04-01,2018-04
1132,7032fb16c3a9d982c9aa86f47cefdd3e,d946aedc7ae05f2259b2c2f9342e6272,delivered,2018-04-02 10:08:40,2018-04-03 05:08:28,2018-04-04 17:13:30,2018-04-05 18:20:58,2018-04-12 00:00:00,2018-04-02,2018-04
1186,33cfd07a622a67d9cd660aa9177b909f,bab96d089beddb1b1823284d30825a56,delivered,2018-04-12 12:37:01,2018-04-13 12:50:49,2018-04-16 20:12:46,2018-04-18 20:22:50,2018-04-30 00:00:00,2018-04-12,2018-04
1196,11921adcbd013757ba6f287c03929bb4,2ac7740a46d83856d2c51372f27c1d03,delivered,2018-04-27 01:41:23,2018-04-27 01:55:18,2018-04-28 07:58:00,2018-05-10 20:22:25,2018-05-25 00:00:00,2018-04-27,2018-04
1241,81f2ee7669eee05b13906d24d43ebc69,7b0fc6ecc532642ffce9a191715e3faf,delivered,2018-04-03 09:40:44,2018-04-03 10:28:44,2018-04-05 22:31:11,2018-06-01 19:56:25,2018-04-13 00:00:00,2018-04-03,2018-04
1252,a9016dde97a6a447890dd748aa844b85,75ff064e942910b72e1ab6ddfabdda46,delivered,2018-04-25 16:06:04,2018-04-25 16:53:42,2018-04-26 12:51:00,2018-04-30 13:27:36,2018-05-16 00:00:00,2018-04-25,2018-04
1264,3821dc9ac1b25bed42324d0885b0a930,dd3926dff45a3459c4bdac0b58a2a0bf,delivered,2018-04-17 21:01:58,2018-04-17 21:15:10,2018-04-18 18:52:45,2018-04-23 18:01:57,2018-05-09 00:00:00,2018-04-17,2018-04
1267,91db217544d0eac98354b11f2f35abcb,c421c11493ae12b2aa0d0e455f015299,delivered,2018-04-29 22:10:21,2018-05-01 05:43:49,2018-05-04 13:17:00,2018-05-14 22:35:00,2018-05-22 00:00:00,2018-04-29,2018-04
1287,a8c3124b7f912401d702018ae0c02b05,3ccb27f9c7ee205656acef98c19fc061,delivered,2018-04-16 20:46:53,2018-04-16 23:12:05,2018-05-08 14:04:00,2018-05-16 00:22:05,2018-05-22 00:00:00,2018-04-16,2018-04
1296,9d033f810cbd1a45838c0d451bbae981,5366b0fd8d98481e724d2c25b0f6be0a,delivered,2018-04-20 13:07:56,2018-04-24 19:04:06,2018-04-25 04:12:51,2018-04-25 21:12:10,2018-05-09 00:00:00,2018-04-20,2018-04
1310,970bbf79974ba1ef73cc21ee6fe52cc6,7b7f18d5f94e3c25bd66ec35e87383f0,delivered,2018-04-03 00:05:04,2018-04-04 00:09:24,2018-04-13 18:05:51,2018-04-18 23:48:32,2018-05-04 00:00:00,2018-04-03,2018-04
1344,ceb992824b749348734de15eaca939ac,93516ce404b65731cecbd93db7392d33,delivered,2018-04-11 10:58:05,2018-04-12 04:50:07,2018-04-13 21:34:29,2018-04-16 19:46:45,2018-04-27 00:00:00,2018-04-11,2018-04
1345,2f8b697ad1c74526e18a07acd7d7169b,eb19d6117ee958ab1e3e3a2d8b230083,delivered,2018-04-21 14:18:28,2018-04-24 17:27:47,2018-04-25 06:22:00,2018-05-07 18:57:38,2018-05-28 00:00:00,2018-04-21,2018-04
1367,dda3e0dbde3a2cd09432650b3634582d,ed7abe2bf6dacb66b55c2bebf0d2adaf,delivered,2018-04-22 20:13:58,2018-04-24 18:37:08,2018-04-24 16:22:39,2018-05-09 19:58:31,2018-05-16 00:00:00,2018-04-22,2018-04
1377,fe317ce4a7ca2ec5a2cdb56c3e5788b2,dcc865b0a392f4d72458ec0677e1f085,delivered,2018-04-05 13:50:28,2018-04-05 14:09:25,2018-04-07 01:42:41,2018-04-16 19:29:00,2018-05-03 00:00:00,2018-04-05,2018-04
1395,92aff898bbb77b43b3ce8c33bc2339f2,39b99beee67aed8ae9553366b6f79de5,delivered,2018-04-18 01:06:13,2018-04-18 01:15:12,2018-04-18 18:19:21,2018-04-24 16:38:38,2018-05-11 00:00:00,2018-04-18,2018-04
1434,6b9ac2a31d647731d9523ae035f17dbc,b25d246218db68891876e79b3476038f,delivered,2018-04-26 15:01:37,2018-04-26 15:15:34,2018-04-27 10:15:00,2018-05-24 16:32:13,2018-05-28 00:00:00,2018-04-26,2018-04
1441,378aab9f026bcce6c5d6b5b6453be88a,37c19e14f0f664e83d2068be6b1f44dc,delivered,2018-04-08 18:44:33,2018-04-08 18:55:23,2018-04-10 22:54:38,2018-04-11 23:18:21,2018-04-25 00:00:00,2018-04-08,2018-04
1461,a65f65e30792ce1c3492008e544cd0da,4274d726e175b67d5a1893ea0fa4e1a9,delivered,2018-04-10 23:03:58,2018-04-10 23:15:21,2018-04-11 17:32:04,2018-04-24 22:36:51,2018-05-11 00:00:00,2018-04-10,2018-04
1492,06f3401b97e4d89032cbd5ac7670247c,31d79ded8b09c0a871f049c73f2d331f,delivered,2018-04-26 23:10:33,2018-04-27 23:13:05,2018-04-30 15:34:00,2018-05-09 18:17:56,2018-05-25 00:00:00,2018-04-26,2018-04
1501,0e3e431534069e8ac235c637dfb199d8,be5b31d927c5966440f2826da46e6449,delivered,2018-04-05 22:08:31,2018-04-07 02:47:59,2018-04-09 23:52:08,2018-04-30 18:41:48,2018-04-27 00:00:00,2018-04-05,2018-04
1517,ad27779fb29796c8d798f29aefedf3d0,aceb1218ab19cb199ebe711d613f9fae,shipped,2018-04-05 11:39:33,2018-04-05 11:55:21,2018-04-05 21:32:19,,2018-04-27 00:00:00,2018-04-05,2018-04
1547,4389819b71f1f23563fa9eadadc12a06,0d3740ed03979ba91a9cb4eb6300dd49,delivered,2018-04-04 12:47:34,2018-04-04 13:10:03,2018-04-05 00:33:16,2018-04-11 00:32:30,2018-05-07 00:00:00,2018-04-04,2018-04
1554,84cb0c7a55c176d0a08ced1bfd5d0af5,6c90e1d5132397793019aad82cb7c985,delivered,2018-04-18 18:59:42,2018-04-19 02:51:13,2018-04-19 17:42:33,2018-04-20 18:18:31,2018-05-04 00:00:00,2018-04-18,2018-04
1562,f913d229653fdd809c249ed98ab6b754,e1365d7b227b247b6bc0931771885eaf,delivered,2018-04-30 02:18:32,2018-04-30 03:00:14,2018-04-30 13:54:00,2018-05-08 17:53:51,2018-05-24 00:00:00,2018-04-30,2018-04
1564,1a58f35be1cae85f27119089958d5c7a,91d77116484e151dafb5510b82c22eac,delivered,2018-04-12 16:14:39,2018-04-13 12:50:53,2018-04-18 17:56:23,2018-04-19 18:18:31,2018-04-30 00:00:00,2018-04-12,2018-04
1583,cb2ed75db8803d99a171c1056638ae9b,d32393bafaf1d7caa8147c19838c4090,delivered,2018-04-07 14:12:15,2018-04-10 04:10:35,2018-04-10 19:08:49,2018-04-23 15:39:04,2018-05-10 00:00:00,2018-04-07,2018-04
1592,6e546451c98a5df5fccb147e1c68827e,8c7e8c23615d33fffa609b8702645cb6,delivered,2018-04-22 23:01:22,2018-04-24 18:37:45,2018-04-26 13:22:00,2018-05-02 22:42:46,2018-05-22 00:00:00,2018-04-22,2018-04
1605,edcc6b79e8394346ba3ba21b00b4055e,08aea10c40f606e52597486db2b56a81,delivered,2018-04-29 16:03:47,2018-04-29 16:15:25,2018-05-02 08:25:00,2018-05-11 23:12:12,2018-05-25 00:00:00,2018-04-29,2018-04
1611,c6bbe896f3c4d0cc5969d1e46ecab29b,31bfe03c50b9796f8b3b1360ea888364,delivered,2018-04-12 20:51:03,2018-04-12 21:12:58,2018-04-13 23:42:40,2018-04-19 21:58:48,2018-05-08 00:00:00,2018-04-12,2018-04
1637,2e8de999929cf628d91b5a78fb7c71de,79990624398c7f07be8365fe30da10a1,delivered,2018-04-16 10:37:51,2018-04-16 10:50:58,2018-04-16 23:32:38,2018-04-24 23:34:32,2018-05-11 00:00:00,2018-04-16,2018-04
1643,ed74f58267e72cfff04845c801ae8bf0,b5f6b4b52d86c568a9b41c6babaebb20,delivered,2018-04-25 22:01:26,2018-04-26 21:55:19,2018-04-27 13:12:00,2018-05-02 16:46:46,2018-05-23 00:00:00,2018-04-25,2018-04
1678,777b4b0b8467866361a717d277ef1b1f,c21e32dc14bf1951f1cde9b3d149f35b,delivered,2018-04-02 22:55:40,2018-04-02 23:10:16,2018-04-03 21:08:55,2018-04-16 20:56:46,2018-04-19 00:00:00,2018-04-02,2018-04
1705,cb2ca9584ce09074196d8fa3f3ae804b,35c5d6d54387298f596d72d4a3b12721,delivered,2018-04-20 11:16:37,2018-04-20 11:31:15,2018-04-24 00:38:33,2018-04-24 16:32:06,2018-05-09 00:00:00,2018-04-20,2018-04
1707,654c6463f421d51939eae082dcc3b15e,84b3985a451fbc57255b5f65c2763cca,delivered,2018-04-17 16:03:58,2018-04-17 16:30:18,2018-04-19 19:36:39,2018-04-30 14:40:53,2018-05-14 00:00:00,2018-04-17,2018-04
1716,69d4b792fad7f4acff2e38e426f5e3ea,7681fbcd3ede0e49dd00c993245ffb3d,delivered,2018-04-04 22:14:05,2018-04-04 22:28:45,2018-04-10 23:58:51,2018-05-09 17:11:28,2018-05-03 00:00:00,2018-04-04,2018-04
1719,fd367f6c9ff07dedbdbf5c44b23d209a,5ddb3dc4aee7f86a48f39e2d1b836a41,delivered,2018-04-19 11:17:13,2018-04-20 07:31:40,2018-04-26 18:54:00,2018-04-28 00:16:56,2018-05-04 00:00:00,2018-04-19,2018-04
1723,26b66bcb4cb37fe553c114832d3a5e45,e75cd2b8044ef17f9fb52badd80a76d2,delivered,2018-04-11 18:17:34,2018-04-11 18:31:29,2018-04-13 16:04:32,2018-04-15 14:04:32,2018-04-27 00:00:00,2018-04-11,2018-04
1727,b97c941aaa3079b3eaef0786f512bf13,6b0fafb93f2ffe553ee4226de796542a,delivered,2018-04-08 20:58:09,2018-04-08 21:10:53,2018-04-09 19:11:54,2018-04-13 13:52:43,2018-05-03 00:00:00,2018-04-08,2018-04
1769,481bba01f1c9a6070e8bdcaf7965b1e0,7787f804c4ac91d4e231f532f7d70c2b,delivered,2018-04-04 10:30:16,2018-04-04 10:49:12,2018-04-05 23:17:33,2018-04-18 22:00:44,2018-05-04 00:00:00,2018-04-04,2018-04
1788,0f932ea7fd11ef18c60feace8c548366,5bbf0546c8ccf4dcfe02790cd73b6297,delivered,2018-04-05 07:41:55,2018-04-05 07:55:11,2018-04-07 01:42:40,2018-04-12 20:14:32,2018-05-08 00:00:00,2018-04-05,2018-04
1792,1c9f6ba93f9fde712da4fa24ecc30660,58a75ca9de60ce1a749012bfccf2c926,delivered,2018-04-15 15:25:22,2018-04-15 15:51:06,2018-04-16 18:17:49,2018-04-20 18:26:47,2018-05-14 00:00:00,2018-04-15,2018-04
1813,dbd10344065568345dadbd904bb51dc1,1589f4bea320a405a122738de980c6e2,delivered,2018-04-15 17:15:57,2018-04-15 17:30:39,2018-04-17 23:55:49,2018-06-07 22:06:45,2018-05-17 00:00:00,2018-04-15,2018-04
1822,6760e20addcf0121e9d58f2f1ff14298,17ddf5dd5d51696bb3d7c6291687be6f,delivered,2018-04-07 15:48:17,2018-04-07 16:08:45,2018-04-11 02:08:36,2018-04-13 20:06:37,2018-04-25 00:00:00,2018-04-07,2018-04
