,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,day,year_month
230,1e8c81805b92ff169971231458670460,33b0d5c2438d9cd6426c6568dfbb908d,delivered,2018-05-04 10:29:14,2018-05-04 10:51:52,2018-05-07 14:14:00,2018-05-16 20:37:03,2018-05-23 00:00:00,2018-05-04,2018-05
244,434d3eec8dd031c322077fb2452e53a0,7a7893d13f178fdf58daeff7347e2d94,delivered,2018-05-08 14:38:14,2018-05-08 14:55:47,2018-05-08 16:46:00,2018-05-09 15:15:10,2018-05-16 00:00:00,2018-05-08,2018-05
268,f11b36b3bc7bacf06deef862ed611f02,ae8db0691449a44352e7d535ddf78c5e,delivered,2018-05-15 09:10:20,2018-05-16 03:14:50,2018-05-16 15:47:00,2018-05-22 20:37:31,2018-05-30 00:00:00,2018-05-15,2018-05
276,3f3913e8c7fd221ac82a34ffa20b93ee,a9c6cd6cf9583fa5820d55c21238f78e,delivered,2018-05-07 21:49:08,2018-05-07 22:11:35,2018-05-11 13:49:00,2018-05-17 16:56:33,2018-05-24 00:00:00,2018-05-07,2018-05
309,fb6ba131bbeb30fd6db9c8900b5c5b92,af5b08db5f1a31a3b6856a8a6dc33167,delivered,2018-05-30 02:41:28,2018-05-30 03:24:11,2018-05-30 13:39:00,2018-06-22 22:41:09,2018-07-18 00:00:00,2018-05-30,2018-05
322,ec1fc57b72a7bbe5b32f9c606510db76,559f9d302aa523b2dd718e956f248db5,delivered,2018-05-27 17:59:00,2018-05-27 18:14:14,2018-06-06 16:10:00,2018-06-12 20:48:48,2018-07-03 00:00:00,2018-05-27,2018-05
335,a7076e7aba13de8b66d95a55811290ed,1ae196062dab95e434e781a5319f0ab9,delivered,2018-05-14 11:04:55,2018-05-15 04:35:02,2018-05-15 16:22:00,2018-05-21 20:32:38,2018-06-04 00:00:00,2018-05-14,2018-05
354,b52d29abb97a3978df1d8922bfe36fbe,ed034127e0801850ca9162dd9de7a106,delivered,2018-05-09 17:11:41,2018-05-09 17:36:11,2018-05-10 14:28:00,2018-05-21 15:38:36,2018-05-29 00:00:00,2018-05-09,2018-05
372,15fb9c745e91eff5482a9af2a5fad0e6,3c14bd3e2287a1b895bc9af622d3f79a,delivered,2018-05-24 12:16:48,2018-05-25 08:14:40,2018-05-29 10:09:00,2018-06-04 17:16:36,2018-07-05 00:00:00,2018-05-24,2018-05
375,e5d931ebd7214cd492fff71fb6a2aeff,f19622365d4c40c686c8ca3bec559e48,delivered,2018-05-14 17:56:57,2018-05-16 03:15:21,2018-05-16 13:25:00,2018-05-23 20:31:55,2018-06-14 00:00:00,2018-05-14,2018-05
416,d62387acb3914789e712406e9882e549,ad4da04c9e20699c6ad1843af39846d2,delivered,2018-05-08 19:48:01,2018-05-08 20:32:08,2018-05-10 18:29:00,2018-05-14 19:05:08,2018-06-12 00:00:00,2018-05-08,2018-05
427,0ac645ddb846d1373321decb39c9956f,46d8521966b3f64cce626dfc6b655d1a,delivered,2018-05-07 20:57:42,2018-05-07 21:14:16,2018-05-08 14:12:00,2018-05-11 22:08:57,2018-05-29 00:00:00,2018-05-07,2018-05
431,d977821da81b766c90bcd3351f0dbf19,5295c0f1f2053aa636bc034c2a85ab44,delivered,2018-05-04 21:40:39,2018-05-05 21:35:18,2018-05-08 15:15:00,2018-05-16 19:08:52,2018-05-24 00:00:00,2018-05-04,2018-05
437,bba5aa837be7e597e91c6ddedf604cd8,94e56a6d6f8b3e26ad64c605e67b48d2,delivered,2018-05-19 12:14:08,2018-05-19 12:31:36,2018-05-21 12:10:00,2018-06-01 19:41:03,2018-06-12 00:00:00,2018-05-19,2018-05
470,ec3d63b91b19bedcbe453ea0df14dd50,379792aa619482a6545bd1db3905ab2b,delivered,2018-05-20 10:33:47,2018-05-20 10:58:35,2018-05-22 06:21:00,2018-05-24 00:35:33,2018-06-04 00:00:00,2018-05-20,2018-05
487,9d48a2dfef2e0cb6155f816b9bf8489c,c4e12dfa6412f54cb99c38787dca987f,delivered,2018-05-25 22:10:13,2018-05-25 22:32:39,2018-05-28 15:02:00,2018-06-01 14:46:48,2018-06-19 00:00:00,2018-05-25,2018-05
500,3c3fa8869e142a240f57aef59c095f6c,d1c40bfb050a09047a4c4426fe9a2893,delivered,2018-05-10 16:04:42,2018-05-11 03:50:29,2018-05-17 14:56:00,2018-05-21 23:56:39,2018-05-29 00:00:00,2018-05-10,2018-05
508,a865adb8bec2475e30e835eaf1b9e7d6,047d2000bf864a26eb2559021ec958e2,delivered,2018-05-06 10:27:56,2018-05-06 10:53:01,2018-05-07 15:00:00,2018-05-14 20:31:36,2018-06-04 00:00:00,2018-05-06,2018-05
515,ad2b0f4fd912cd3c834e5976c46b75b7,a942d13c8e40155ee446ae0909993bfc,delivered,2018-05-03 14:31:13,2018-05-04 11:35:10,2018-05-07 15:23:00,2018-05-09 17:08:50,2018-05-22 00:00:00,2018-05-03,2018-05
525,3ec2c982a9497e2aa32da12b18ce7266,8181e01938f34902ad6d883bf57f803d,delivered,2018-05-04 20:19:38,2018-05-04 20:30:24,2018-05-07 14:32:00,2018-05-18 16:03:07,2018-05-25 00:00:00,2018-05-04,2018-05
534,b65067f5a1e9e4aea30dae0dc505119b,cb1d99010eebd5ee5b64dc9e37caa9d4,delivered,2018-05-18 11:26:45,2018-05-18 13:06:52,2018-05-18 13:31:00,2018-05-21 18:08:30,2018-05-28 00:00:00,2018-05-18,2018-05
545,cd0019d8419b82109ff269d8b4e18791,17ebae22126d3df35f5e1fa1efedab94,delivered,2018-05-17 07:17:54,2018-05-19 02:58:58,2018-05-22 17:15:00,2018-06-03 13:06:33,2018-06-07 00:00:00,2018-05-17,2018-05
547,7753606fb1d0067848f8a1a7ae5abefa,5c4a6f6b98ec2d780b10f1cc88ef208f,delivered,2018-05-02 13:17:54,2018-05-02 15:58:53,2018-05-04 15:20:00,2018-05-23 17:51:15,2018-05-16 00:00:00,2018-05-02,2018-05
564,bcdbb3b243d4e882503b919785e2343f,4146dd1b456444cd54142b5a7c4b9405,delivered,2018-05-21 13:16:36,2018-05-22 09:36:26,2018-05-22 12:23:00,2018-05-28 16:38:45,2018-06-13 00:00:00,2018-05-21,2018-05
565,3acf8c12de0c5a31ce57671e97cb48a1,3c74489596d98affbe4a9388a39bf482,delivered,2018-05-12 00:18:28,2018-05-12 00:31:55,2018-05-14 14:54:00,2018-05-17 21:52:12,2018-06-04 00:00:00,2018-05-12,2018-05
585,16e38caa92e342c7780f68832f832d4d,d29935fdaf4a76f34653da3def4f2a24,delivered,2018-05-07 01:09:09,2018-05-07 16:52:39,2018-05-07 15:09:00,2018-05-24 00:31:18,2018-06-07 00:00:00,2018-05-07,2018-05
587,6d710101fb9f067dd5385ea1b6021946,6e001b127d62e0c00c0dfb63778ae9c0,delivered,2018-05-31 10:16:12,2018-05-31 10:30:46,2018-06-12 14:23:00,2018-06-13 18:22:44,2018-07-11 00:00:00,2018-05-31,2018-05
589,49e19ca07e42bde08630a08e50ad980e,cb67357747667b594aa6d47770e7334c,delivered,2018-05-31 17:47:23,2018-06-01 17:53:11,2018-06-08 11:18:00,2018-06-15 19:14:38,2018-07-05 00:00:00,2018-05-31,2018-05
601,2042abeefae68e63a8aa30edd4b0eb48,a37a37235d7b3be3e2f95747ca589bda,delivered,2018-05-26 23:52:17,2018-05-27 23:49:24,2018-05-28 14:09:00,2018-05-30 15:48:56,2018-06-20 00:00:00,2018-05-26,2018-05
603,b2ce866408709e3ba155f339e97b8405,8dd1c4e88c1db62830ab1f7c56b6ee42,delivered,2018-05-04 00:12:31,2018-05-05 00:13:52,2018-05-07 13:37:00,2018-05-16 17:19:18,2018-06-12 00:00:00,2018-05-04,2018-05
605,a98012aa8c697f2bcff9f8c2183e0f2b,3e337c99e0f5ff7ba9a4b98fbf7412fd,delivered,2018-05-13 22:50:32,2018-05-13 23:11:49,2018-05-14 11:49:00,2018-05-18 22:46:45,2018-06-01 00:00:00,2018-05-13,2018-05
643,f29d0fd6d4e6d5ce550e0b2f9335116c,55216cd56c9eaadec16f03d5aaf11d86,delivered,2018-05-17 16:34:49,2018-05-19 02:59:02,2018-05-21 13:45:00,2018-06-09 00:14:23,2018-06-13 00:00:00,2018-05-17,2018-05
652,41de3b8bbb80e2cc80c8d446a752d2fb,0df487c45aada9cfdf07f6876f970af6,delivered,2018-05-06 19:45:32,2018-05-08 04:54:49,2018-05-10 19:16:00,2018-05-14 16:39:50,2018-05-22 00:00:00,2018-05-06,2018-05
655,2f4545bda1b1c794a9a35a3fbe4257ba,d436bce514752338004b26a232f21008,delivered,2018-05-16 13:47:51,2018-05-16 14:55:29,2018-05-17 11:11:00,2018-06-05 15:38:50,2018-06-05 00:00:00,2018-05-16,2018-05
661,a2ea081c06c12c25c068089e4985745a,fdabedbba76cf0308dedcd99afc66626,delivered,2018-05-05 09:22:24,2018-05-05 09:39:09,2018-05-09 15:48:00,2018-05-26 00:08:34,2018-06-08 00:00:00,2018-05-05,2018-05
670,16cb3a72f04e248a1244b076ce0d9bb7,ff9c535af2f9325df8f3c81f30f60b8b,delivered,2018-05-23 14:21:17,2018-05-23 14:37:15,2018-06-11 09:07:00,2018-06-19 18:50:58,2018-07-05 00:00:00,2018-05-23,2018-05
682,eb1873ec4d6a2af1c0626a7d08bd9c09,1531106e1c467cea04c233e54a383098,delivered,2018-05-10 17:48:41,2018-05-10 18:17:57,2018-05-11 07:23:00,2018-05-18 15:56:43,2018-06-01 00:00:00,2018-05-10,2018-05
719,bfafa269a969ef03e5db5dc7d7a72471,062328becf66582e5849b4f2b364b143,delivered,2018-05-02 22:17:41,2018-05-03 22:13:10,2018-05-04 14:02:00,2018-05-07 14:57:45,2018-05-21 00:00:00,2018-05-02,2018-05
724,48b7d84507eb52608a007fde9d641daa,cad2dc8d82cd9ccca487589a7fe62e6c,delivered,2018-05-07 15:38:06,2018-05-07 18:09:48,2018-05-09 14:18:00,2018-05-11 01:48:54,2018-05-17 00:00:00,2018-05-07,2018-05
733,50fe82ce977520094518dd8618d7331a,80f93f1fabe7772d559a7c349667af0e,delivered,2018-05-24 18:32:11,2018-05-24 18:54:28,2018-05-25 14:53:00,2018-05-28 17:24:48,2018-06-11 00:00:00,2018-05-24,2018-05
734,443a73a22cd4e0078a47c275b358b786,317072fd23410f845f2d3beba3747e62,delivered,2018-05-16 12:22:12,2018-05-16 12:39:38,2018-05-17 13:07:00,2018-06-07 15:58:37,2018-06-08 00:00:00,2018-05-16,2018-05
763,27a78fdbe7b915a0596af3a5803a41cb,107d449d8a73c9dfd9673df8ea684348,delivered,2018-05-14 16:18:26,2018-05-14 16:36:58,2018-05-15 13:45:00,2018-05-17 22:54:50,2018-05-28 00:00:00,2018-05-14,2018-05
791,af500adf58ab55b8bdd27be8cf81aeba,6fafe51f43d9aff93174e020cd452f66,delivered,2018-05-21 12:21:48,2018-05-22 09:36:22,2018-05-29 07:15:00,2018-06-07 20:06:04,2018-06-28 00:00:00,2018-05-21,2018-05
799,492bed007520827cbed51959e4ce4385,ba5166acad480f24f1633e1b8ce21741,delivered,2018-05-28 12:53:12,2018-05-28 13:14:03,2018-06-05 15:02:00,2018-06-14 14:51:45,2018-07-11 00:00:00,2018-05-28,2018-05
800,df82ea7ca7f0f799161e0fd92c3ab96a,8f121fde1f03b4865ac871202143016b,delivered,2018-05-14 11:28:58,2018-05-14 11:58:12,2018-05-14 12:02:00,2018-05-19 11:18:41,2018-06-18 00:00:00,2018-05-14,2018-05
823,4f38a875c972c4803a792f62b999b4cd,00f73459a4d3be97ff307dc869da0aa9,delivered,2018-05-28 10:31:05,2018-05-28 10:53:35,2018-05-29 15:41:00,2018-06-07 12:21:51,2018-06-28 00:00:00,2018-05-28,2018-05
839,b323a1bf3949211f3d9fbc43772534e6,4ad5a269a2d59d2c83ac551b5c948c0a,delivered,2018-05-07 10:59:47,2018-05-07 17:56:21,2018-05-16 11:00:00,2018-06-09 19:36:43,2018-05-30 00:00:00,2018-05-07,2018-05
870,3dddd02cc38fbaa0a544a1e928aee40e,d2157e41ca09bbe3a232a528d658195c,delivered,2018-05-17 16:46:58,2018-05-18 16:58:18,2018-05-24 15:22:00,2018-06-01 16:12:31,2018-06-11 00:00:00,2018-05-17,2018-05
886,f76b895a9902ad634abed7eec3211a10,7ea778a6a19290dee846148b45c64f6b,delivered,2018-05-10 11:04:45,2018-05-10 11:36:17,2018-05-11 14:03:00,2018-05-28 16:08:59,2018-06-21 00:00:00,2018-05-10,2018-05
891,6f209510f34ce1a8c89d11273039981d,3523a3beae4b3f9d398b0cf0b2bcb630,delivered,2018-05-12 09:58:38,2018-05-12 10:12:15,2018-05-15 09:02:00,2018-05-21 13:44:46,2018-06-07 00:00:00,2018-05-12,2018-05
899,045c9852284420b9c02d156436e1481c,16c0be52bf7bf9069c6fa0d850c660ac,delivered,2018-05-16 16:38:10,2018-05-16 16:57:04,2018-05-17 14:46:00,2018-05-22 18:12:23,2018-05-30 00:00:00,2018-05-16,2018-05
905,54912035e047f9834df97cdfef0d2768,a28774056a751c7e8affbaff81fcd933,delivered,2018-05-13 19:57:13,2018-05-15 04:52:38,2018-05-16 15:08:00,2018-05-17 14:48:44,2018-05-25 00:00:00,2018-05-13,2018-05
930,1133f2dfc033ba92bf6c470b20f6f332,e583c743a5c26e0870b08e4e6efeac7f,delivered,2018-05-21 13:31:41,2018-05-22 07:55:10,2018-05-22 13:15:00,2018-06-08 18:48:24,2018-06-14 00:00:00,2018-05-21,2018-05
971,54d591a90dbfa19ae578252a9b5a2720,17b02ec522ef587a82a5b69450648f1b,delivered,2018-05-30 17:38:11,2018-05-30 17:58:05,2018-06-06 15:01:00,2018-06-11 18:03:59,2018-07-12 00:00:00,2018-05-30,2018-05
982,4652332a6a0d39960cdec082ef7b52b8,877b18b6aaa2faadfbf88c43a9bd5c42,delivered,2018-05-25 13:28:45,2018-05-25 13:53:54,2018-05-28 15:04:00,2018-05-29 20:10:51,2018-06-12 00:00:00,2018-05-25,2018-05
987,38097aba0f729783af8bf48eabf5e496,5a07aa8c5c8860866b5557e83d75a4e2,delivered,2018-05-01 13:44:06,2018-05-01 14:16:59,2018-05-02 11:22:00,2018-05-14 14:08:54,2018-05-28 00:00:00,2018-05-01,2018-05
990,b436fd24a04e7267307e1d900faa8eb1,20217ca968adf8f08c5916bf09c33d7f,delivered,2018-05-30 12:58:00,2018-05-30 13:09:18,2018-05-30 14:52:00,2018-06-04 22:46:39,2018-07-20 00:00:00,2018-05-30,2018-05
992,ef5b03340b5839974405018a62e03f29,7c1e106bfe425aafa689ac08293ee6b8,delivered,2018-05-04 16:08:55,2018-05-08 04:55:20,2018-05-08 10:47:00,2018-05-09 17:57:27,2018-05-17 00:00:00,2018-05-04,2018-05
998,f056d4857c146c38ff02566b3e152bca,fc6408fa8083f3c01b1f287709714321,delivered,2018-05-17 16:37:03,2018-05-18 02:54:16,2018-05-18 14:35:00,2018-05-22 02:40:39,2018-06-07 00:00:00,2018-05-17,2018-05
1000,12764e11143d316ea2257118daa2e3bc,3b06aeea8f6124ae0e66e6fd1fc97ade,delivered,2018-05-23 16:12:01,2018-05-23 16:36:26,2018-05-24 08:38:00,2018-05-25 20:49:46,2018-06-13 00:00:00,2018-05-23,2018-05
1014,6c1d10d32b895709c06d162678e6bac6,c5cc9a7ee25b3dde1ed09c7568ff9f9f,delivered,2018-05-13 11:00:51,2018-05-13 11:12:43,2018-05-14 15:15:00,2018-06-02 18:12:20,2018-06-01 00:00:00,2018-05-13,2018-05
1024,5739eb8dc1389c46e5ff8fc605a6ba44,ef6ea276070642bfc9f21c5cd9cbdb43,delivered,2018-05-21 19:44:09,2018-05-21 21:15:40,2018-05-22 14:16:00,2018-05-23 16:33:19,2018-06-13 00:00:00,2018-05-21,2018-05
1028,b3eb2b2fa446ec1d83a9ccb2dead8871,69fc759c2dd1b4ca51e0ffc8fa632455,delivered,2018-05-06 19:27:01,2018-05-07 22:34:27,2018-05-08 13:17:00,2018-05-10 16:15:54,2018-05-24 00:00:00,2018-05-06,2018-05
1091,d0bec96aad189992b278688279ba1511,f4302056f0c58570522590f8181de2c7,delivered,2018-05-08 21:04:16,2018-05-08 21:15:28,2018-05-10 18:29:00,2018-05-21 13:06:35,2018-06-05 00:00:00,2018-05-08,2018-05
1099,9a45c6dbf2fc4848e0a8883d4efe827c,a455f91b7ce36ac2eee4d8c54a05946c,delivered,2018-05-21 08:20:00,2018-05-22 07:55:07,2018-05-22 15:48:00,2018-06-04 18:06:32,2018-06-14 00:00:00,2018-05-21,2018-05
1123,72bd19ef4fa285334b95bda01a3718c7,df0aa5b8586495e0ddf6b601122e43a1,delivered,2018-05-09 13:01:24,2018-05-09 13:11:21,2018-05-11 14:03:00,2018-05-16 16:58:37,2018-05-25 00:00:00,2018-05-09,2018-05
1129,d74283a9b897322afe09916280aca43f,ab03bccde4f2b55784632db691ee3fab,delivered,2018-05-17 19:06:09,2018-05-18 00:55:43,2018-05-18 15:09:00,2018-05-23 14:25:13,2018-06-01 00:00:00,2018-05-17,2018-05
1134,9e6bc602a2466daa94736f31d1319c5d,8338cddb98bbda6167cbec66540a8942,delivered,2018-05-26 17:57:44,2018-05-26 18:17:59,2018-05-30 13:12:00,2018-06-04 22:35:48,2018-06-29 00:00:00,2018-05-26,2018-05
1164,4aae1a10a22651fe5b76379eb4b34d12,55be46c8eddc7c5709f497060094f66d,delivered,2018-05-13 00:03:24,2018-05-13 00:15:23,2018-05-15 13:57:00,2018-06-05 17:08:30,2018-06-04 00:00:00,2018-05-13,2018-05
1165,e849e2829de302019ae8bd9924055171,de4c2b462c44197b26b6e596865da44c,delivered,2018-05-16 12:43:12,2018-05-17 03:16:20,2018-05-17 13:55:00,2018-06-06 22:33:07,2018-06-12 00:00:00,2018-05-16,2018-05
1167,c0fcc74d37e499bd4f73ddca4ffb9a64,adba3dd15f1dde0300416deaf8370c4a,delivered,2018-05-11 13:51:46,2018-05-11 14:16:30,2018-05-16 06:34:00,2018-05-21 20:33:55,2018-06-04 00:00:00,2018-05-11,2018-05
1179,67d8f4eb477222d7b5b81daa8e007bdd,fb591f7ec5d9419e5a7de2353a87f06b,delivered,2018-05-10 11:15:21,2018-05-10 11:51:32,2018-05-11 09:41:00,2018-05-16 16:36:44,2018-05-24 00:00:00,2018-05-10,2018-05
1190,8c62c4d7adc71858b6b2751c0e3b96e8,8183bc209961160c9462b9007e7ae910,delivered,2018-05-07 22:38:02,2018-05-07 22:52:39,2018-05-09 11:21:00,2018-05-16 15:58:49,2018-05-28 00:00:00,2018-05-07,2018-05
1193,5108acfe22756c07a696f4ff210790a8,b8245bf3278e6f2d8144c2b23a0b424c,delivered,2018-05-20 21:48:53,2018-05-20 22:18:26,2018-05-21 14:24:00,2018-05-22 15:13:21,2018-06-05 00:00:00,2018-05-20,2018-05
1202,695e141b92a0f2bc8a7bff7d621692ed,0e9c3be1592c050d343700ba21b7f806,delivered,2018-05-12 12:33:03,2018-05-15 03:55:47,2018-05-15 13:50:00,2018-05-21 17:08:50,2018-05-29 00:00:00,2018-05-12,2018-05
1216,18bb4acb90913593d37049c601660009,591cb16ea1a6d8f7eebd0a349593bea2,delivered,2018-05-01 09:25:32,2018-05-01 09:56:57,2018-05-07 15:12:00,2018-05-18 21:34:38,2018-06-07 00:00:00,2018-05-01,2018-05
1254,a9240539eed71e70690ea5a026f9f419,93f44a625d614fc2af27b2bd4ce2874f,delivered,2018-05-05 09:42:51,2018-05-05 09:55:20,2018-05-07 13:55:00,2018-05-11 17:56:56,2018-05-29 00:00:00,2018-05-05,2018-05
1261,b9499283a775ccfa9da92e6e75e9b4b9,d66a67d5008715c5d0fc4c106d596974,delivered,2018-05-26 21:46:48,2018-05-26 22:17:28,2018-06-06 12:57:00,2018-06-21 14:28:17,2018-07-16 00:00:00,2018-05-26,2018-05
1280,ba403fc6762185ac676fa515ce2b1afa,c9444a4e408930bdf5341d081def10d0,delivered,2018-05-17 07:39:35,2018-05-17 08:36:21,2018-05-17 10:30:00,2018-06-05 13:48:32,2018-06-13 00:00:00,2018-05-17,2018-05
1282,504ec2b6f69e898c557955750272d563,ba0a799b8a7b0b1a1ac522a0a8839bff,shipped,2018-05-07 21:43:48,2018-05-07 21:54:31,2018-05-08 14:17:00,,2018-05-21 00:00:00,2018-05-07,2018-05
1283,78ab727370e07aaf73b362897c8c6e3d,e8fff6456a357707eba84dae9ef01dd5,delivered,2018-05-16 14:15:12,2018-05-16 15:19:21,2018-05-17 14:36:00,2018-05-23 18:31:41,2018-06-04 00:00:00,2018-05-16,2018-05
1306,1e01369b33244af82c1b44d7359da3dc,0c11fa556f26997671eaeb09e029bc73,delivered,2018-05-06 11:40:23,2018-05-08 19:55:36,2018-05-11 14:53:00,2018-05-14 20:02:44,2018-05-21 00:00:00,2018-05-06,2018-05
1321,1a9a9700a3759028691f3af38138e3d8,6707f7d56127b258c3a93068d0f9394a,delivered,2018-05-20 14:52:56,2018-05-21 16:14:04,2018-05-29 14:04:00,2018-06-06 19:28:57,2018-06-11 00:00:00,2018-05-20,2018-05
1327,3735720b8c1cd4212fa0866a8e58a049,94af59d9cac1ae1976312584f628ef6f,delivered,2018-05-16 23:08:51,2018-05-16 23:55:11,2018-05-17 11:58:00,2018-05-21 20:50:54,2018-06-20 00:00:00,2018-05-16,2018-05
1329,74e033208dc13a7b8127eb8e73d09b76,72fcbb1145f2889eddcba6d6c1d6c090,delivered,2018-05-02 10:48:44,2018-05-02 11:13:45,2018-05-02 09:49:00,2018-05-07 23:06:36,2018-05-29 00:00:00,2018-05-02,2018-05
1331,2c9bc10b715272770d51948b929485f7,2ca9b081fd8cf85263e827dffd02446b,delivered,2018-05-03 15:12:22,2018-05-04 15:10:22,2018-05-07 14:20:00,2018-06-07 20:03:26,2018-05-29 00:00:00,2018-05-03,2018-05
1341,2380ca3ffd1097862f0f1f9b8f7c566f,731723e171b17d3d3d478ea3a1f4151d,delivered,2018-05-12 13:38:34,2018-05-12 13:54:45,2018-05-14 12:42:00,2018-05-23 17:32:53,2018-06-06 00:00:00,2018-05-12,2018-05
1372,a6b58794fd2ba533359a76c08df576e3,ccd8e3459ad58ae538c9d2cf35532ba4,delivered,2018-05-14 15:18:23,2018-05-14 15:33:35,2018-05-14 13:46:00,2018-05-19 19:33:32,2018-06-08 00:00:00,2018-05-14,2018-05
1378,d8f1c1e598fd2b2e9e562c42782e0226,3e6afc2521b10ee0a075d3193467c9f5,delivered,2018-05-15 18:25:54,2018-05-15 18:59:09,2018-05-16 14:46:00,2018-05-17 21:18:31,2018-05-23 00:00:00,2018-05-15,2018-05
1383,0c40dfe4127461031cfea37fb4c63856,812db10465ec8fed84262db66f615f87,delivered,2018-05-14 09:01:31,2018-05-14 09:14:07,2018-05-14 14:58:00,2018-05-21 18:32:37,2018-06-04 00:00:00,2018-05-14,2018-05
1404,573b5d93e53ee17f6d7276929890932c,dd9fdfd1c2d9c13f398bf35eb1f18325,delivered,2018-05-08 21:54:28,2018-05-10 03:09:56,2018-05-10 16:12:00,2018-05-15 18:29:09,2018-05-28 00:00:00,2018-05-08,2018-05
1416,9236b5f6966275539861284a31b94efe,ccae8f97bb03a9257e3abbb5baf17a1e,delivered,2018-05-19 22:43:35,2018-05-20 00:25:53,2018-05-21 08:29:00,2018-05-23 18:14:45,2018-06-04 00:00:00,2018-05-19,2018-05
1456,5943f6d5dc8ba01f970b8ef4d18678cb,f2c52534beb7f3e34299986eb4950d92,delivered,2018-05-03 23:30:05,2018-05-03 23:50:42,2018-05-07 14:19:00,2018-05-10 04:32:53,2018-05-22 00:00:00,2018-05-03,2018-05
